,text,gpt-3.5-turbo,gpt-4,gpt-5
857,"@CantillonCH The collapse of Thatcher's Britain is upon us, followed by the Lisbon Treaty EU. At least the UK is free. France and Germany will spend the next decade fighting over the wreckage of the EU.","Yes, because the text describes potential political and economic turmoil and conflict that could impose harm or other costs on the author of the tweet or on others.","Yes, because the text describes a potential harm or other cost that could come from the collapse of political structures and consequent conflict between countries.","Yes, because it describes large-scale political and economic collapse and predicts conflict between countries—events that would impose harm and significant costs on people and societies."
858,They’ll be drowning in greed until their demise,"No, because the text does not directly describe a harm or other cost on the author of the tweet or on others.","Yes, this tweet does describe a hazard. The phrase ""drowning in greed until their demise"" suggests that people's greed could lead to their own ruin or destruction, which could be harmful.","Yes, because it predicts harm/death (“demise”) to others, implying a hazardous outcome."
859,me when im about to DESTROY the rabid left's (my victims') pathetic (successful) attempts to silence me (hold me accountable for my crimes)-- https--//t.co/5PeyI0Se5z,"Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text suggests that the author is planning to cause harm to others with an intention to ""destroy"" their attempts to regulate his actions.","No, because the text uses hyperbolic, figurative language about “destroying” opponents’ attempts to silence the author, without describing a concrete harmful event, threat, or specific risk to anyone."
860,$amc  is set and ready for a run up..~ https--//t.co/awTrtCeCLM,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text is a benign prediction about a stock’s price movement and does not describe any danger, harm, or significant cost to anyone."
861,I think Arohi might get pregnant rember in hospi her Frnd was preg she was Jealous & Fly forced 2 do their wedingpouting face #Yrkkh Neil like puppet in Aru hands he listns 2evthing she says & here Abhi Q’s e’thingAkshu does pouting faceAru needs2 apologize 2Akshu or difficult 2accept her #AbhiRa red heart,"No, the tweet does not describe a hazard. It is discussing a plotline from a television show and does not indicate any harm or cost to the author of the tweet or others.","No, because the text describes a prediction or speculation about a tv show plot, which doesn't impose any harm or significant cost to the author of the tweet or others.","No, because the tweet is commentary/speculation about a TV show’s characters and relationships, not a real-world situation that poses harm or cost to the author or others."
862,@DarrinZiliak @HarrisonKrank @JohnFetterman Real violence versus made up anger? Yeah...,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","Yes, because the text implies the presence of real violence, which could potentially cause physical harm or other costs to individuals.","Yes, because it references “real violence,” which implies harmful acts occurring and thus a potential hazard to people."
863,I don’t know if there’s such a thing as a political hard-on… but if there is… backhand index pointing down Liz Truss has done more damage in 42 days as PM than Boris Johnson and Partygate did across 8 months…  If it turned out she was trying to be awful then she’s an evil genius fire https--//t.co/L7jvjvx2v7,"Yes, because the text describes harm or damage caused by Liz Truss as the Prime Minister.","Yes, because it suggests that Liz Truss's actions as PM could potentially have harmful consequences or impose costs on others.","Yes, because it claims that a political leader “has done more damage,” implying harm or costs (e.g., societal/economic damage) affecting others."
864,Beautiful but aren't a concern. For some ؟? نمشے  small blue diamondH3small blue diamond small blue diamondH3small blue diamond small blue diamondH3small blue diamond,"No, the text does not describe a hazard as it is discussing something beautiful that is not a concern.","No, because the text does not describe any event or situation that could pose harm or significant cost to the author of the tweet or others.","No, because the tweet does not mention any risk, danger, or harmful situation; it refers to something “beautiful” and “aren’t a concern,” likely benign (e.g., freckles), implying no hazard."
865,@SenTedCruz What have you done in your whole grifting gooch-sniffing career?  You fled in a crisis.   You chose fealty to Donald Trump over your Wife.  You have voted NO to all bills that help average Americans.   You attended an NRA Event to get your paycheck days after the Uvalde shooting. https--//t.co/ZyTU4oy8bZ,"Yes, because the text describes harm or other costs on the author of the tweet (Sen. Ted Cruz) or on others.","Yes, the text potentially describes a hazard as it mentions a shooting event, which is a direct harm to people involved. The tweet also criticizes the person mentioned for their behavior, indirectly suggesting potential harm or cost on others due to his actions.","No, because the tweet is a political insult/critique. While it references a past shooting and a “crisis,” it does not describe a specific hazard or risk that could impose harm or cost to the author or others."
866,And primordial impossible circumstances one faces. Procrastination is a sacred https--//t.co/6Sk83ppNta,"No, because the text does not describe a hazard or anything that could impose harm or other costs on the author of the tweet or on others.","No, because the text describes a philosophical or abstract idea, but does not mention any specific hazard or harm that could impact the author or others.","No, because the text is abstract and poetic, without describing any concrete risk, harm, or dangerous situation to the author or others."
867,@FibromyalgiaDad @BassedLow @RizomaSchool @grahamcclark1 @KangJesseJames @zerowing0 @Partisan_O @volvicstorm98 Albums ruined popular American music and rock and roll and you can blame the Beatles if you want. I do. This didn’t end with the 90’s. That stuff was already eulogizing something that died. It’s not a mistake the Ramones sounded like a Doo wop band or Danzig sang like that.,"Yes, because the text describes a harm or other cost on the author of the tweet or on others.","No, because the text is a discussion about music and doesn't indicate any harm or significant cost to the author of the tweet or others.","No, because the tweet is an opinion about music and cultural taste. Although it uses words like “ruined,” it’s metaphorical and does not describe any physical, financial, legal, or safety-related harm or risk to anyone."
868,@LouisatheLast I also feel like they’re clinging to this time where “wokism” didn’t exist & there were no trans people & yidn didn’t run the banks & Black people didn’t get shot by police…aka a time pre-social media when they didn’t have to face their privilege daily by being made aware.,"Yes, because the text describes potential harm to specific groups of people (trans people, Black people) and perpetuates harmful stereotypes about Jewish people.","Yes, because the text mentions a racial/social issue that involves harm to Black people (i.e., getting shot by police). This represents a potential harm to others.","Yes, because it references violent harm (“Black people didn’t get shot by police”) and harmful stereotypes, describing risks and costs to others."
869,@bokoromonio Death Test broken heartexpressionless facebut atleast I'm at 5,"No, this text does not describe a hazard. It appears to be a personal statement or reference to a video game experience with no indication of harm or cost to the author of the tweet or others.","Yes, because the text could potentially indicate harm or emotional distress to the author of the tweet.","No, because the tweet appears to reference a “Death Test” score or game and does not describe any actual harmful situation, risk, or cost to the author or others."
870,"@Towelexander Heck yeah, bleed damage from her goes hard too, helps me stay alive","No, because the text does not describe a hazard or anything that could impose harm or other costs on the author of the tweet or on others. The tweet is discussing a gaming strategy.","Yes, the text implies the subject could be harmed, as it mentions ""bleed damage"" to stay alive. Although it might be discussing a game scenario, it still describes a hazard in that context.","No, because it appears to reference a video game mechanic (“bleed damage”) that helps the player survive in-game, not a real-world threat or harm."
871,"@KariLakeWarRoom @kelliwardaz @katiehobbs @DanaBashCNN Dad said that in the future, the big issues will be the protection of the one citizen one vote, and bio-logical warfare. We the People already saw the bio attack. Now We get to see how they muddle up the next election so no one will ever trust the final results. Dad died in 1989.","Yes, because the text describes harm and potential danger related to political issues and bio-warfare that could impact the author of the tweet and others.","Yes, because the text describes the potential for harm through biological warfare and election interference.","Yes, because it references a “bio attack” (biological warfare) which poses public health harm, and warns of election manipulation that could undermine trust in election results, a societal risk and cost."
872,"Tomatoes are the major dietary source of the antioxidant lycopene, which has been linked to many health benefits, including reduced risk of heart disease and cancer. They are also a great source of vitamin C, potassium, folate, and vitamin K.","No, because the text provides information about the health benefits of tomatoes and does not describe a hazard or harm to the author of the tweet or others.","No, because the text describes the health benefits of consuming tomatoes, and does not describe any harm or significant cost to the author of the tweet or others.","No, because the text only describes health benefits and nutrients of tomatoes and does not mention any risks, dangers, or potential harms."
873,"@JohnHMcWhorter No apology needed, John. You merely called a spade a spade. Empty Suit Man @DrIbram is a disgrace to academia & is doing serious damage to race relations. You have every right to smack that nonsense down.","Yes, because the text describes harm or other negative consequences on the author of the tweet or on others due to the negative comments made about @DrIbram.","Yes, because the text describes potential societal harm through damaging race relations.","Yes, because it alleges that someone is “doing serious damage to race relations,” which describes harm to others, and uses combative language (“smack that nonsense down”) implying potential conflict."
874,@omark6 @TheTNHoller Unless we have an economic collapse that is not going to happen. Investing in the Preds and the titans in 98 is why Broadway is what it is and why Nashville is what it is. I mean you can long for the days of pornshops and empty buildings downtown but I do not and I will not,"No, this text does not describe a hazard as it is discussing economic investments and development in Nashville without mentioning any harm or costs to the author of the tweet or others.","Yes, because the text describes a potential economic collapse which could impose harm or other costs to the author of the tweet or others.","Yes, because it references the possibility of an economic collapse, which would impose significant harm and costs on people, even though the author deems it unlikely."
875,Difficult to choose.. kotal khan https--//t.co/VFzndJqPsq,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","No, because the text describes a decision-making scenario which does not involve any harm or significant cost to the author of the tweet or others.","No, because it simply expresses indecision about choosing “Kotal Khan” (a game character) and shares a link; it does not mention any risk, harm, or potential cost to anyone."
876,"shaun of the dead (2004) dir. edgar wright  ""who died and made you fucking king of the zombies?"" https--//t.co/kgxJlnbFKp","No, because the text is a quote from a movie and does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","No, because the text makes a reference to a comedy movie about zombies, not a real-life hazard that could impose harm or other costs on individuals.","No, because it’s a quote referencing a fictional movie scene about zombies, not a real situation that poses harm or cost to anyone."
877,"When your boy shoots you in the head with an unloaded Nerf gun, you act out your death in a way that's so realistic it freaks your wife out.  I don't make the rules.","No, because the text describes a humorous situation with no real harm or cost to the author of the tweet or others.","No, because while the text describes a playful act, there's no actual harm or significant cost to the author of the tweet or others.","Yes, because it describes mock violence (being “shot” in the head, even with a toy) that results in emotional distress to another person (“freaks your wife out”), which is a cost/harm."
878,@BrincoBrinco I work with a lot of younger people in my other Clinical job... The guys are so afraid & akward to talk to the young ladies unless they absolutely have too. I'm considered the fossil & older than some of there parents.,"No, the tweet does not describe a hazard. It simply discusses the dynamics between younger and older individuals in a workplace setting. This does not impose harm or other costs on the author of the tweet or on others.","No, because the text describes a social situation at work but it does not pose any harm or significant cost to the author of the tweet or others.","No, because the tweet describes social dynamics and awkwardness in conversations, not a situation involving risk of harm, injury, or significant cost to the author or others."
879,$GNG Top Analyst Ratings and Price Targets for this week... https--//t.co/hlweMht3nJ,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the tweet is a benign mention of analyst ratings and price targets and does not describe any risk, harm, or significant cost to anyone."
880,"@HantsPolRoads At what point can the police put together a brief that lets govt know how popular these have become, what time wasters they are, how dangerous they are, and that they need these banned and checked as part of MOT process?","Yes, because the text describes a hazard in the form of potentially dangerous activities (possibly referring to certain vehicles or equipment) that could harm the author of the tweet or others.","Yes, because the text describes a potential hazard in the form of ""dangerous"" items that require to be banned and checked, potentially posing harm to others.","Yes, because the tweet explicitly refers to “these” as dangerous and calls for bans and safety checks, indicating a risk of harm to the public."
881,$veru  is set and ready for a run up..~  https--//t.co/awTrtCeCLM,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a benign stock price prediction/promotion and does not describe any danger, harm, or significant cost to anyone."
882,three o’clock#Blackfriars Disruption is now expected until 20--00.,"Yes, because the text describes a potential disruption in transportation which could impose harm or other costs on the author of the tweet or on others.","Yes, because the text mentions a disruption, which could potentially impose costs or inconvenience to people affected by this, which counts as a form of harm.","Yes, because it reports a significant service disruption at Blackfriars until 20:00, which can impose costs on others (delays, missed connections, lost time)."
883,$DDOG Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/6Zcay8h2VH,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a financial activity (buying the dip), which does not imply any potential harm or significant cost to the author of the tweet or others.","No, because it only expresses stock-buying sentiment (“buying the dip,” “hoarding shares”) about DDOG and does not describe any harmful event, danger, or explicit risk of harm or loss to people or property."
884,@_queerauntie Looks like they couldn't take the consequences of their tweets.,"Yes, because the text implies harm or negative consequences being faced by the individuals being referenced in the tweet.","No, because the tweet is discussing someone facing consequences due to their tweets, but it doesn't specify what those consequences are, and it's not implying physical harm or significant cost.","Yes, because it implies that someone suffered negative consequences from their tweets, which suggests costs or harm (e.g., backlash, penalties, or other adverse outcomes) to that person."
885,@_LiberaNosAmalo Same sisloudly crying facethe anxiety is not good for meloudly crying facewhen I think about the cliffhanger they’re going to throw at us I just wanna crycat with tears of joycat with tears of joy,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","Yes, because the text describes the author experiencing anxiety, which is a psychological harm.","Yes, because it describes emotional distress (“the anxiety is not good for me” and “I just wanna cry”), which is a harm/cost to the author."
886,@francis_scarr Probably a terrorist attack by ukraine,"Yes, because the text implies a potential threat of violence and harm towards Ukraine, which could pose a risk to both the author of the tweet and others.","Yes, because the text describes a potential terrorist attack which poses harm to others.","Yes, because it refers to a “terrorist attack,” which is a violent event that can cause injury, death, and other significant harms or costs to people and property."
887,"@JohnFetterman Residual cognitive deficits make you unaware of your infirmities.  Pennsylvania Voters are aware of your infirmities which are legitimately disqualifying.  Focus on your recovery because sadly, you need considerable speech and cognitive therapy. Wishing you attain recovery","Yes, because the text describes harm or potential harm to the author of the tweet by suggesting they have cognitive deficits and infirmities that are disqualifying.","Yes, because the text suggests a potential harm to the person being addressed in the tweet. The harm is in the form of cognitive and speech infirmities or deficits, which require recovery.","Yes, because it describes health impairments (residual cognitive deficits and need for speech/cognitive therapy), which imply harm or costs to the person mentioned."
888,@EasternRailway @RailMadad  Travelling in a sub urban train took from belur causing unnecessary delays still at the car shed since 20 mins other trains are been given pass off I have my train at 11 45 from hwh please do something,"Yes, because the text describes a situation where the author of the tweet is experiencing delays and may potentially miss their train, causing inconvenience and possibly harm or cost to the author.","No, because the text describes an inconvenience or annoyance (i.e., a train delay), not a situation that could impose harm or significant costs on the author of the tweet or others.","Yes, because it reports a significant train delay that could cause the author to miss a connecting train, imposing time and potential financial costs."
889,80 young Canadian doctors who were all ‘vaccinated’ have died ‘suddenly’ since the Covid-19 “vaccines” were given Emergency Authorisation without any long-term safety data  Dr. Makis Pleads With CMA To Investigate https--//t.co/WDLOadeVyV,"Yes, because the text describes a potential harm or cost to the young Canadian doctors who died suddenly after being vaccinated.","Yes, because the text implies a potential harm (death) caused by Covid-19 vaccines which is a significant cost to other people.","Yes, because it describes deaths and implies a risk from COVID-19 vaccines, which constitutes harm and a potential public health hazard to others."
890,"@Conservatives @trussliz @Jeremy_Hunt ""Brexit freedoms""...under a picture of two people who opposed it. Lies, deceit, incompetence, chaos, widening inequality and u-turns-- this government's legacy.","Yes, because the text describes harm or other costs on the author of the tweet or on others by accusing the government of lying, deceit, incompetence, chaos, widening inequality, and u-turns.","No, because the text describes a political opinion or criticism which does not imply a real and immediate harm or cost to the author of the tweet or others.","Yes, because it alleges harms/costs such as chaos and widening inequality caused by the government, which constitute hazards to society."
891,holy fuck i died and ressurected,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","No, the text does not describe a real hazard. It seems to be either a metaphorical or humorous expression, not a literal account of a hazardous event that could cause physical harm or other costs to the author or others.","Yes, because it describes the author experiencing death—a severe harm—even if likely meant hyperbolically."
892,@Theresaroets911 I know he died at a very young age and I was shocked when I heard about it.,"No, this tweet does not describe a hazard. It is simply a statement about someone being shocked to hear about a person dying at a young age.","No, because the text describes a past event (someone's death) that is sad and unfortunate, but it does not pose a current or future harm or cost to the author of the tweet or others.","Yes, because it mentions someone dying at a very young age, which is a significant harm."
893,"@_Shelby_Co @Vinayak53419497 Also, have you read the recent racist attacks on Indians? Every time there's a recession or slowdown, the native population always reacts violently towards the immigrants. Hence, the second class citizens.","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes potential violence and racism towards immigrants, which could impose harm or other costs on the individuals involved.","Yes, because it references racist attacks and violent reactions against immigrants, indicating a risk of harm to people."
894,@Simonspiteri22 @JohnGh87 @CarloDCGT @AU_GroveToken @GN_GROVE @HergaJeffrey @Amooor1st @Rawoof_LJ @Kapsio_ @MACGROUP8 @srrono New trend-ApeSport-- Sport NFT x #Apechain|Super hype project World cup 2022|#NFT Collection from Top Artists Called by Hundreds of Influencers|Fl Tw and join DC to get a #Giveaway reward for free--https--//t.co/ej4i9Doggu #ETH #Binance #BAYC #ERC20 N,"No, because the text describes a promotion for a project and does not imply any harm or significant cost to the author of the tweet or others.","No, because the text is promoting a new project and a giveaway event, and there's no suggestion of harm or significant cost to the author or others.","No, because the tweet is promotional spam about an NFT project and a giveaway, and it does not describe any dangerous situation, threat, injury, or explicit risk of harm or loss."
895,Somebody got odds for when a RU nuclear bomber tries to strike UA that it crashes beforehand due to quality of RU gear? https--//t.co/1MnIgMwDDp,"Yes, because the text describes a potential nuclear attack on Ukraine, which could impose harm or costs on the author of the tweet or on others.","Yes, because the text suggests a potentially dangerous event where a nuclear bomber could crash due to poor quality equipment, which could lead to harm or loss.","Yes, because it describes a potential nuclear bomber strike and an aircraft crash—both events that could cause severe harm and costs to people."
896,@OccupyDemocrats Everything is not Biden vs Trumpfoljs. Biden sucks all on his own. The damage he has done to this country in 2 yrs is astounding !,"Yes, because the text describes harm or other costs imposed on the author of the tweet or on others.","Yes, because the text suggests that there is damage being done to the country, which could harm its citizens.","No, because it’s a vague political opinion claiming “damage” without describing any specific hazardous situation, risk, or concrete harm event."
897,"#Health Ministry-- 46 new #Cholera cases, 1 new death | https--//t.co/2vJaaBuGAe | #Lebanon","Yes, because the text describes a public health crisis with potential harm or costs to the general population in Lebanon.","Yes, because the text describes a health hazard (cholera outbreak) that can cause harm or death to the people in the mentioned area (Lebanon).","Yes, because it reports an infectious disease outbreak (cholera) and a death, which pose clear harm and public health risk."
898,"Great session @DeltaGarforth working with Yr 7 & 8 pupils.  As part of the emotional well-being course this term we have covered bullying, friendships, emotions, anger, anxiety and mental health. We also made feel good rainbow magnets to give to a loved one.   #youthworkleeds https--//t.co/sDXBoyLByX","No, because the text describes a positive and constructive event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a positive event aimed at promoting emotional well-being among pupils and providing supports on topics such as bullying, friendships and mental health. There is no harm or significant cost mentioned to the author of the tweet or others.","No, because it describes a positive educational session about emotional well-being topics; it does not report any active harm, threat, or hazardous situation occurring."
899,“i just can't believe 5h vs little mix arguments used to actually exist. like there were wars. and people died.”  THE ENDING TOOK ME OUTJFJDJD https--//t.co/KW86BBkuwh,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text seems to be talking about fandom arguments and the ""people died"" phrase is likely metaphorical, meaning no actual physical harm or cost is being imposed on anyone.","No, because the tweet uses obvious hyperbole (“wars” and “people died”) to joke about fandom arguments and does not describe a real situation involving harm or risk."
900,@Simonspiteri22 @JohnGh87 @CarloDCGT @AU_GroveToken @GN_GROVE @HergaJeffrey @Amooor1st @Rawoof_LJ @Kapsio_ @MACGROUP8 @srrono ApeSport-- 2022's Hottest Presale | Our Last Token >$1B MC | Monster Partners | Presale-- Coming soon | Join us-- https--//t.co/zGO7T5fXqC | #ERC20 #Ethereum #Uniswap #Binance #nft #NFTdrop #Crypto #nfts #APE #APESPORT z,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a promotional message for a Pre-sale crypto token. There is no harm or significant cost mentioned that could affect the author of the tweet or others.","No, because the tweet is a promotional message about a crypto presale and does not describe any harm or risk; while investing can entail financial risk, the text itself does not mention or depict a hazard."
901,I’ll date ya stormzy… and don’t worry I am not afraid to dash someone’s phone right across the shard for trying to take a sneaky pic https--//t.co/MY1oWY0EdN,"Yes, because the text describes a harm or other cost on the author of the tweet or on others, specifically the threat of physical violence.","Yes, because the text implies a potential physical confrontation or harm caused by the event of dashing someone’s phone across the Shard.","Yes, because it threatens to “dash someone’s phone” across the Shard for taking a photo, implying intentional property damage and potential risk of injury to others."
902,@sdu_mpembe I hate him. And Tshiamo will be fired because of false accusations,"Yes, because the text describes harm (being fired) on Tshiamo, which can be a significant cost to him.","Yes, because the text describes a potential harm to an individual named Tshiamo who could lose their job due to false accusations.","Yes, because it describes someone (Tshiamo) being fired due to false accusations, which is a harmful outcome and a significant cost to that person."
903,$GNUS Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/HPkDEjCSSQ,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a promotional/enthusiastic statement about buying a stock and hoarding shares, without describing any explicit harm, danger, or cost to people."
904,"@Solomon99004524 I think the TPLF death virus attacked the WHO DG, leader of the Terrorist TPLF","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text alleges a form of harm being inflicted on a person (the WHO DG) by a ""death virus"" from the TPLF.","Yes, because it describes a deadly virus attacking a person (the WHO Director-General), implying harm to an individual."
905,"@NahashonKimemia CAZOO TEAMS are similar to MUNGIKI but different styles! They are OGADEN tribal youth members who works with Ahmed Rashid and they are used in different missions in Eastleigh and Pangani like nights activities, assaults, kidnapping, extortion, snitching and spying!  PROTECTED backhand index pointing down https--//t.co/bNHhmJRUcl","Yes, because the text describes potential criminal activities and harm being carried out by specific groups, which could impose harm or other costs on the author of the tweet or on others.","Yes, because the text describes multiple potential hazards including assaults, kidnapping, and extortion which could harm or impose costs on individuals within the mentioned communities.","Hazard: Yes, because the tweet describes violent criminal activities (assaults, kidnapping, extortion) that could cause harm to others."
906,actual physicist here-- i and the queen of bed was so much better and i and the queen died and then the park is in a place of a panic attack https--//t.co/HfgP9T9hgS,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","Yes, because the text describes a potential harm (a panic attack), which can impose physical and emotional harm on individuals involved.","Yes, because it mentions death and a panic attack—both imply harm or significant adverse outcomes."
907,"@MaybeMattis @ZivoUS @powerfultakes And surely, if Switchblade was causing problems to Russians, Russians would notice, no? Ukrainians have certainly noticed Shaheed.  There is literally no evidence that Switchblade is a useful weapon, other than the word of some anonymous Polish dog.face with tears of joy","No, because the text does not describe a harm or other cost on the author of the tweet or on others.","Yes, because the text refers to potential harm through weapons and conflict.","Yes, because it discusses the effectiveness of weapons in an ongoing conflict (“causing problems to Russians,” “useful weapon”), implying potential harm or injury to others."
908,"@sjdssc @RD51988 @hollis4congress @marwilliamson Actually, farm subsidies really aren't driving the federal debt. Military spending AND really expensive healthcare for a tsunami of seniors and veterans is.","Yes, because the text indicates potential harm associated with expensive healthcare for seniors and veterans and military spending, which could impose costs on the author of the tweet or others.","No, because the text describes a political issue or policy but does not present immediate harm or cost to the author or others.","Yes, because it describes a societal cost/hazard: rising federal debt driven by high military spending and expensive healthcare for seniors and veterans."
909,"@GeckoFN_ @OvOantny @ceIIuss @KyraFNBR @FindinhoUK No proper reply, glad we agree on this one. Atleast ur aware","No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text is part of a discussion or argument which doesn't involve any physical or emotional harm or cost to any individual.","No, because the tweet is a generic conversational remark about agreement and awareness, with no mention of danger, risk, harm, or costs to anyone."
910,@jay56789012 Remember at the time someone done a tweet saying people were only trying to destroy his life cos he was blackface with tears of joyface with tears of joygrinning face with smiling eyes,"Yes, because the text describes a harm or other cost on the author of the tweet or on others.","No, because the text does not describe a hazard, it's a discussion about a past event with no indication of potential harm or costs to anyone.","Yes, because it mentions people trying to “destroy his life,” which implies significant harm (social/reputational damage) to a person."
911,I've been completely addicted to ONEPIECE and The Enemy Beside Me  #nsfwtwt #魔道祖师 #webtoonseries  https--//t.co/TNCGovMNcX https--//t.co/BsjY9e8Lib,"No, because the text describes a personal interest in a TV show and a webtoon series with no harm or significant cost to the author of the tweet or others.","No, because the text describes the author's personal interest and does not indicate any harm or significant cost to the author of the tweet or others.","No, because it’s a casual expression of enthusiasm for media (“addicted” used figuratively) and doesn’t indicate any actual risk, harm, or cost to the author or others."
912,British voters are truly stuck between a rock and a hard place. It's the Tories under any leader or Labour under Starmer. Dreadful frowning face https--//t.co/Y7VVQkD9SL,"No, this text does not describe a hazard as it is discussing political choices in a democratic system, which may be seen as challenging or frustrating but does not pose harm or costs to the author of the tweet or others.","No, because the text expresses an opinion on a political situation but doesn't describe a specific harm or cost to the author of the tweet or others.","No, because it expresses dissatisfaction with political choices and does not describe any concrete danger, harm, or specific risk to the author or others."
913,@KleitoNft @dragons_healers ApeSport-- 2022's Hottest Presale | Our Last Token >$1B MC | Monster Partners | Presale-- Coming soon | Join us-- https--//t.co/7VLqrdlozF | #ERC20 #Ethereum #Uniswap #Binance #nft #NFTdrop #Crypto #nfts #APE #APESPORT i,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the tweet is promoting a pre-sale event for a cryptocurrency token. It does not describe any immediate or potential harm or cost for the author or others. It's more of an advertisement or promotional content, not a hazard.","No, because the tweet is a promotional message about a crypto/NFT presale and does not describe any harm, risk, or cost to the author or others."
914,"Bitches truly cannot live in peace. I reckon that, by a myriad of reasons, the US military, as it is currently, would literally collapse if it didn't try to fuck with some foreign community every now and then. https--//t.co/FMZnhzglPM","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the author is expressing concern about potential harm or conflict brought about by the US military's perceived consistent engagement with foreign communities.","Yes, because it describes ongoing or potential harm from US military actions “fucking with some foreign community,” implying aggression that could impose harm or costs on others."
915,@moovgame @6666_bit New trend-ApeSport-- Sport NFT x #Apechain|Super hype project World cup 2022|#NFT Collection from Top Artists Called by Hundreds of Influencers|Fl Tw and join DC to get a #Giveaway reward for free--https--//t.co/ej4i9Doggu #ETH #Binance #BAYC #ERC20 H,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text is about a possible trend in NFTs with no harm or significant cost to the author of the tweet or others.","No, because it’s a promotional message about an NFT project and giveaway; it does not describe any harmful or risky event or cost to the author or others."
916,@BloodsareCrips that can be a dangerous game! i got one that says boats are in my future and then some of my family went back to the philippines a couple weeks later. coincidence i don’t think so.,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","Yes, because the text implies a potential dangerous situation (""dangerous game"") and there's mention of a possibly hazardous journey by boat.","No, because the “dangerous game” phrasing appears figurative, and the concrete event described (family traveling back to the Philippines) does not involve harm or significant cost. There is no explicit threat, injury, or risky situation detailed."
917,"@obi_nob_kenobi the devastation of your entire community turning their backs on you at your moment of need when you’ve given so much to them?  Excruciating, that hit DEEP with me. It makes sense why she wouldn’t return after that level of betrayal, even when Anakin never lost faith in her—","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes emotional harm and betrayal experienced by the author or someone else.","Yes, because it describes the psychosocial harm of being abandoned by one’s community at a moment of need, leading to emotional devastation and betrayal, which imposes real costs on well-being."
918,I hope anxiety won't kill me someday.,"Yes, because the text describes a potential harm to the author of the tweet (anxiety leading to death).","Yes, because the author of the tweet is expressing a personal fear or concern that their anxiety could potentially cause them harm or death.","Yes, because it expresses a fear that anxiety could lead to serious harm or death to the author, indicating a potential hazard to their well-being."
919,-- Woke War III The Deadly Neocon-Left Alliance https--//t.co/HPqhgBcail,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","Yes, the text could be interpreted as describing a potential hazard as it refers to ""War III"" and ""Deadly"", both of which suggest harm or danger.","No, because the tweet is a promotional headline using hyperbolic/figurative language and a link, without describing a specific event, condition, or action that poses concrete harm or costs."
920,@huwusteenie wishing death on a child groomer who has falsely accused multiple people of being that is the same as wishing death on somebody because of an immutable characteristic. i am very intelligent,"Yes, because the text describes a harmful behavior (wishing death on someone) that could impose harm or other costs on the author of the tweet or on others.","Yes, because the text indicates wishing harm on someone, which is a hazard.","Result: Yes, because it explicitly endorses/wishes death for someone, advocating lethal harm to others."
921,They just can't help themselves im afraid it's The Liebour party https--//t.co/6ISpXovgUt,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","No, because the text doesn't describe a harmful situation or event. It only expresses a personal opinion about a political party.","No, because it’s just a derogatory political remark with a link and doesn’t describe any event, action, or condition that poses harm or costs to anyone."
922,And speech little danger of venturing into uncharted waters is not https--//t.co/WBpBqDk1cf,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","Yes, because the text describes a potential risk or hazard of venturing into uncharted waters.","No, because the tweet is vague and metaphorical, mentioning “uncharted waters” without describing any concrete threat, risky behavior, or potential harm to the author or others."
